ID of track	time index	cell row	cell col	velocity (pixels moved between timepoints) (µm)	Angle of movement	Delta of Angle of movement	angle of movement relative to "center"	length of track (total number of timepoints track was found)	Consistency of motion	Cumulated distance travelled (µm)	Distance between start and endpoint (µm)
26	6	874.200000	981.400000	1.040031	97.125014	-144.188842	94.780746	14	0.525521	13.390921	2.583978
26	7	874.000000	983.000000	1.557955	-99.162344	163.712642	-68.809716	14	0.437723	13.390921	2.583978
26	8	873.615385	980.615385	1.122032	9.045801	108.208145	-177.189304	14	0.242459	13.390921	2.583978
26	9	875.333333	980.888889	2.107780	-35.311212	-44.357013	-132.838770	14	0.167439	13.390921	2.583978
26	10	878.000000	979.000000	1.936327	-51.009005	-15.697792	-117.322436	14	0.274844	13.390921	2.583978
26	11	879.888889	976.666667	0.748222	126.430855	177.439859	65.036099	14	0.205716	13.390921	2.583978
26	12	879.200000	977.600000	0.354007	31.759479	-94.671375	159.787019	14	0.192965	13.390921	2.583978
26	13	879.666667	977.888889					14		13.390921	2.583978
27	2	308.000000	515.000000	0.929094	-137.910834		-103.286583	29	1.000000	135.952502	73.557224
27	3	306.931034	514.034483	0.796985	49.610205	-172.478961	68.966251	29	0.100669	135.952502	73.557224
27	4	307.731707	514.975610	2.259692	59.686136	10.075932	59.076580	29	0.542780	135.952502	73.557224
27	5	309.500000	518.000000	2.973303	40.601294	-19.084843	78.649262	29	0.723891	135.952502	73.557224
27	6	313.000000	521.000000	5.612345	42.534240	1.932946	77.451782	29	0.845270	135.952502	73.557224
27	7	319.411765	526.882353	5.976495	2.789749	-39.744491	118.585549	29	0.836926	135.952502	73.557224
27	8	328.666667	527.333333	7.059549	13.427862	10.638113	109.261314	29	0.873169	135.952502	73.557224
27	9	339.312500	529.875000	5.135522	3.687650	-9.740212	120.652607	29	0.884656	135.952502	73.557224
27	10	347.258065	530.387097	9.522049	-15.266099	-18.953748	140.688361	29	0.876585	135.952502	73.557224
27	11	361.500000	526.500000	7.347346	-10.112040	5.154059	136.966259	29	0.886074	135.952502	73.557224
27	12	372.714286	524.500000	8.292207	-22.404376	-12.292336	150.422597	29	0.885366	135.952502	73.557224
27	13	384.600000	519.600000	7.306458	-42.137594	-19.733218	171.078886	29	0.867873	135.952502	73.557224
27	14	393.000000	512.000000	8.144721	21.485443	63.623036	107.704306	29	0.874667	135.952502	73.557224
27	15	404.750000	516.625000	3.402528	-36.326825	-57.812268	167.201511	29	0.871504	135.952502	73.557224
27	16	409.000000	513.500000	2.773867	168.503432	-155.169743	-37.467121	29	0.805191	135.952502	73.557224
27	17	404.785714	514.357143	1.675126	-31.504266	159.992302	162.175753	29	0.806340	135.952502	73.557224
27	18	407.000000	513.000000	11.685898	-27.979474	3.524792	158.761159	29	0.819462	135.952502	73.557224
27	19	423.000000	504.500000	6.726113	6.686909	34.666383	124.968793	29	0.830542	135.952502	73.557224
27	20	433.357143	505.714286	6.546719	35.548493	28.861584	97.229415	29	0.827617	135.952502	73.557224
27	21	441.615385	511.615385	5.096444	80.452768	44.904274	53.643282	29	0.796922	135.952502	73.557224
27	22	442.925926	519.407407	4.029299	118.449148	37.996380	16.488791	29	0.753338	135.952502	73.557224
27	23	439.950000	524.900000	1.091271	71.029590	-47.419558	64.146209	29	0.749970	135.952502	73.557224
27	24	440.500000	526.500000	1.273047	85.155997	14.126407	50.224407	29	0.743668	135.952502	73.557224
27	25	440.666667	528.466667	0.560651	-175.601290	99.242713	-48.813854	29	0.735258	135.952502	73.557224
27	26	439.800000	528.400000	1.533147	165.379121	-19.019589	-29.882552	29	0.713497	135.952502	73.557224
27	27	437.500000	529.000000	2.690844	-21.072726	173.548153	156.408684	29	0.717493	135.952502	73.557224
27	28	441.392857	527.500000	3.185217	144.258525	165.331251	-8.698164	29	0.679800	135.952502	73.557224
27	29	437.384615	530.384615	12.326565	157.331346	13.072821	-21.872522	29	0.541051	135.952502	73.557224
27	30	419.750000	537.750000					29		135.952502	73.557224
28	5	706.560000	414.400000	0.581789	-93.814072		-122.039565	27	1.000000	13.275790	0.479908
28	6	706.500000	413.500000	0.581395	56.309931	150.124003	87.774130	27	0.257774	13.275790	0.479908
28	7	707.000000	414.250000	0.968992	-109.440032	-165.749963	-106.402512	27	0.474277	13.275790	0.479908
28	8	706.500000	412.833333	0.775194	33.690067	143.130098	110.350024	27	0.288712	13.275790	0.479908
28	9	707.500000	413.500000	0.295113	134.999996	101.309930	9.131807	27	0.169989	13.275790	0.479908
28	10	707.176471	413.823529	0.273796	-136.871741	88.128263	-78.990542	27	0.170574	13.275790	0.479908
28	11	706.866667	413.533333	0.703538	95.511475	-127.616784	48.592304	27	0.045971	13.275790	0.479908
28	12	706.761905	414.619048	0.362656	-52.594642	-148.106117	-163.234877	27	0.083659	13.275790	0.479908
28	13	707.103448	414.172414	0.510243	143.130098	-164.275260	1.027169	27	0.033540	13.275790	0.479908
28	14	706.470588	414.647059	0.417784	-87.397435	129.472466	-128.444140	27	0.047690	13.275790	0.479908
28	15	706.500000	414.000000	0.181032	-47.489552	39.907884	-168.393378	27	0.070827	13.275790	0.479908
28	16	706.689655	413.793103	0.869509	93.340161	140.829713	50.772307	27	0.073259	13.275790	0.479908
28	17	706.611111	415.138889	0.527040	-64.724233	-158.064394	-151.078103	27	0.036606	13.275790	0.479908
28	18	706.960000	414.400000	0.713541	-105.376248	-40.652015	-110.458294	27	0.089083	13.275790	0.479908
28	19	706.666667	413.333333	0.268211	-131.467702	-26.091453	-84.451269	27	0.111536	13.275790	0.479908
28	20	706.391304	413.021739	0.551207	74.129678	-154.402620	69.917636	27	0.042095	13.275790	0.479908
28	21	706.625000	413.843750	0.610038	-79.337148	-153.466826	-136.550128	27	0.105614	13.275790	0.479908
28	22	706.800000	412.914286	0.604735	116.955473	-163.707379	27.104295	27	0.044499	13.275790	0.479908
28	23	706.375000	413.750000	0.644691	131.378512	14.423039	12.716076	27	0.052611	13.275790	0.479908
28	24	705.714286	414.500000	0.597519	-26.885434	-158.263945	170.997980	27	0.018670	13.275790	0.479908
28	25	706.540541	414.081081	0.425824	-2.698419	24.187015	146.822781	27	0.041042	13.275790	0.479908
28	26	707.200000	414.050000	0.826632	159.443950	162.142369	-15.290161	27	0.029853	13.275790	0.479908
28	27	706.000000	414.500000	0.322500	0.000000	-159.443950	144.126212	27	0.005964	13.275790	0.479908
28	28	706.500000	414.500000	0.152028	134.999996	134.999996	9.150111	27	0.017684	13.275790	0.479908
28	29	706.333333	414.666667	0.326497	41.185924	-93.814072	102.967240	27	0.030523	13.275790	0.479908
28	30	706.714286	415.000000	0.184286	0.000000	-41.185924	144.193399	27	0.036149	13.275790	0.479908
28	31	707.000000	415.000000					27		13.275790	0.479908
29	8	451.800000	1161.000000	2.224081	-163.141597		29.926281	13	1.000000	30.358347	11.737997
29	9	448.500000	1160.000000	2.325581	56.309931	-140.548472	170.690561	13	0.338171	30.358347	11.737997
29	10	450.500000	1163.000000	0.322500	-89.999997	-146.309928	-42.926906	13	0.262776	30.358347	11.737997
29	11	450.500000	1162.500000	4.708505	100.967869	-169.032133	126.062803	13	0.610904	30.358347	11.737997
29	12	449.111111	1169.666667	2.879655	93.031521	-7.936348	134.727470	13	0.696074	30.358347	11.737997
29	13	448.875000	1174.125000	5.256107	147.528804	54.497282	80.619019	13	0.730219	30.358347	11.737997
29	14	442.000000	1178.500000	3.547500	-89.999997	122.471199	-40.863887	13	0.469957	30.358347	11.737997
29	15	442.000000	1173.000000	0.792643	-125.537674	-35.537677	-5.772489	13	0.444984	30.358347	11.737997
29	16	441.285714	1172.000000	3.086786	179.999995	-54.462331	48.674472	13	0.483399	30.358347	11.737997
29	17	436.500000	1172.000000	2.065008	-128.659805	51.340200	-2.215755	13	0.456941	30.358347	11.737997
29	18	434.500000	1169.500000	2.920362	-96.340189	32.319616	-34.550978	13	0.390568	30.358347	11.737997
29	19	434.000000	1165.000000	0.229620	69.443953	165.784142	159.338443	13	0.386648	30.358347	11.737997
29	20	434.125000	1165.333333					13		30.358347	11.737997
30	8	686.888889	1222.333333	2.006902	-0.876908		-143.338044	12	1.000000	36.308276	14.482785
30	9	690.000000	1222.285714	6.789247	-18.189045	-17.312137	-126.182370	12	0.991990	36.308276	14.482785
30	10	700.000000	1219.000000	0.792643	35.537677	53.726722	179.381910	12	0.965409	36.308276	14.482785
30	11	701.000000	1219.714286	0.000000	0.000000	-35.537677	-145.079308	12	0.965409	36.308276	14.482785
30	12	701.000000	1219.714286	0.350870	-156.801405	-156.801405	11.722097	12	0.902180	36.308276	14.482785
30	13	700.500000	1219.500000	0.000000	0.000000	156.801405	-145.070095	12	0.902180	36.308276	14.482785
30	14	700.500000	1219.500000	0.152028	-44.999999	-44.999999	-100.070096	12	0.901226	36.308276	14.482785
30	15	700.666667	1219.333333	1.401629	-122.471189	-77.471190	-22.618252	12	0.757928	36.308276	14.482785
30	16	699.500000	1217.500000	17.286120	165.963752	-71.565059	48.876937	12	0.302386	36.308276	14.482785
30	17	673.500000	1224.000000	3.764419	-133.264292	60.771956	-10.163159	12	0.398884	36.308276	14.482785
30	19	665.500000	1215.500000					12		36.308276	14.482785
31	9	28.500000	125.000000	11.265242	129.614646		-48.415063	35	1.000000	175.837163	69.238429
31	10	17.363636	138.454545	4.261045	-43.884893	-173.499539	124.011848	35	0.453948	175.837163	69.238429
31	11	22.125000	133.875000	4.334297	-43.492563	0.392330	124.066742	35	0.146369	175.837163	69.238429
31	12	27.000000	129.250000	8.076999	-3.433630	40.058933	84.459986	35	0.266504	175.837163	69.238429
31	13	39.500000	128.500000	4.560839	-8.130102	-4.696472	90.170532	35	0.435896	175.837163	69.238429
31	15	53.500000	126.500000	14.105458	100.539181	108.669283	-17.348432	35	0.392622	175.837163	69.238429
31	16	49.500000	148.000000	6.645031	99.309937	-1.229244	-16.665745	35	0.428330	175.837163	69.238429
31	17	47.833333	158.166667	5.590000	179.999995	80.690058	-97.607067	35	0.354443	175.837163	69.238429
31	18	39.166667	158.166667	2.403773	116.565048	-63.434947	-34.901380	35	0.368485	175.837163	69.238429
31	19	37.500000	161.500000	3.059504	161.565047	44.999999	-80.083216	35	0.358411	175.837163	69.238429
31	20	33.000000	163.000000	5.632220	66.370620	-95.194426	14.712275	35	0.404259	175.837163	69.238429
31	21	36.500000	171.000000	8.241121	-30.579226	-96.949846	111.853873	35	0.341708	175.837163	69.238429
31	22	47.500000	164.500000	2.973303	12.528807	43.108033	69.763796	35	0.352371	175.837163	69.238429
31	23	52.000000	165.500000	4.560839	44.999999	32.471191	37.664747	35	0.383618	175.837163	69.238429
31	24	57.000000	170.500000	3.200224	30.256436	-14.743562	52.783207	35	0.401118	175.837163	69.238429
31	25	61.285714	173.000000	5.974227	140.632868	110.376432	-57.248833	35	0.386946	175.837163	69.238429
31	26	54.125000	178.875000	8.618205	70.887024	-69.745844	11.812848	35	0.435441	175.837163	69.238429
31	27	58.500000	191.500000	0.645000	-89.999997	-160.887022	172.945011	35	0.427456	175.837163	69.238429
31	28	58.500000	190.500000	2.325581	-56.309931	33.690067	139.265935	35	0.407886	175.837163	69.238429
31	29	60.500000	187.500000	5.406085	72.645973	128.955904	10.519668	35	0.434777	175.837163	69.238429
31	30	63.000000	195.500000	1.258255	-109.983103	177.370923	-166.713140	35	0.419500	175.837163	69.238429
31	31	62.333333	193.666667	11.280843	97.666802	-152.350095	-14.403391	35	0.458012	175.837163	69.238429
31	32	60.000000	211.000000	2.022950	120.068579	22.401778	-37.207357	35	0.460979	175.837163	69.238429
31	33	58.428571	213.714286	3.062970	15.708637	-104.359942	66.976548	35	0.463723	175.837163	69.238429
31	34	63.000000	215.000000	8.165048	-9.090277	-24.798914	92.182348	35	0.452424	175.837163	69.238429
31	35	75.500000	213.000000	3.562129	-5.194429	3.895848	89.463071	35	0.451444	175.837163	69.238429
31	36	81.000000	212.500000	7.665737	-104.620871	-99.426442	-170.596847	35	0.381217	175.837163	69.238429
31	37	78.000000	201.000000	4.617497	114.775137	-140.603992	-30.170081	35	0.386417	175.837163	69.238429
31	38	75.000000	207.500000	3.018865	145.885523	31.110386	-61.612111	35	0.381171	175.837163	69.238429
31	39	71.125000	210.125000	3.053892	140.355821	-5.529702	-56.463318	35	0.377175	175.837163	69.238429
31	41	63.833333	216.166667	6.160416	29.248826	-111.106996	53.907331	35	0.391820	175.837163	69.238429
31	42	72.166667	220.833333	2.474836	124.380341	95.131516	-40.497587	35	0.393764	175.837163	69.238429
31	43	70.000000	224.000000					35		175.837163	69.238429
32	12	383.714286	171.000000	5.352620	138.489321		-27.850735	12	1.000000	53.702625	49.099543
32	13	377.500000	176.500000	4.104755	134.999996	-3.489325	-24.682145	12	0.999545	53.702625	49.099543
32	14	373.000000	181.000000	2.461952	16.132840	-118.867156	93.963308	12	0.709708	53.702625	49.099543
32	15	376.666667	182.060606	7.455958	133.793708	117.660868	-23.380013	12	0.817451	53.702625	49.099543
32	16	368.666667	190.404762	2.589913	114.167891	-19.625817	-4.142726	12	0.836119	53.702625	49.099543
32	17	367.022727	194.068182	7.095609	108.260264	-5.907627	1.740186	12	0.867823	53.702625	49.099543
32	18	363.575758	204.515152	0.056917	74.054602	-34.205662	35.974785	12	0.867462	53.702625	49.099543
32	19	363.600000	204.600000	1.583850	89.740742	15.686140	20.293135	12	0.867265	53.702625	49.099543
32	20	363.611111	207.055556	2.977062	97.039474	7.298732	13.068438	12	0.873136	53.702625	49.099543
32	21	363.045455	211.636364	11.858942	109.196455	12.156981	1.002807	12	0.904472	53.702625	49.099543
32	22	357.000000	229.000000	8.165048	99.090274	-10.106181	11.137967	12	0.914286	53.702625	49.099543
32	23	355.000000	241.500000					12		53.702625	49.099543
33	12	592.500000	1121.000000	0.240377	116.565048		96.367144	20	1.000000	7.870882	1.835937
33	13	592.333333	1121.333333	0.308675	174.289402	57.724354	38.681891	20	0.901113	7.870882	1.835937
33	15	591.380952	1121.428571	0.767334	-13.351636	172.358962	-133.613830	20	0.062942	7.870882	1.835937
33	16	592.538462	1121.153846	0.799080	-102.551503	-89.199867	-44.504882	20	0.464105	7.870882	1.835937
33	18	592.000000	1118.735294	1.153659	-81.425751	21.125752	-65.814568	20	0.595367	7.870882	1.835937
33	19	592.266667	1116.966667	0.416693	149.796758	-128.777491	62.789898	20	0.510219	7.870882	1.835937
33	20	591.708333	1117.291667	0.494091	67.619863	-82.176895	145.027753	20	0.370994	7.870882	1.835937
33	21	592.000000	1118.000000	0.322500	-89.999997	-157.619861	-57.305853	20	0.406480	7.870882	1.835937
33	22	592.000000	1117.500000	0.347343	111.801406	-158.198596	100.848126	20	0.333525	7.870882	1.835937
33	23	591.800000	1118.000000	0.335431	-52.352378	-164.153784	-94.942020	20	0.351881	7.870882	1.835937
33	24	592.117647	1117.588235	0.216564	-37.333195	15.019183	-110.016125	20	0.358416	7.870882	1.835937
33	25	592.384615	1117.384615	0.364884	60.094061	97.427256	152.523184	20	0.293625	7.870882	1.835937
33	26	592.666667	1117.875000	0.383889	-134.432730	165.473209	-12.922388	20	0.316249	7.870882	1.835937
33	27	592.250000	1117.450000	0.164443	11.309932	145.742662	-158.679158	20	0.304134	7.870882	1.835937
33	28	592.500000	1117.500000	0.139068	71.565049	60.255117	141.055904	20	0.259137	7.870882	1.835937
33	30	592.636364	1117.909091	0.170028	111.801406	40.236357	100.848246	20	0.233257	7.870882	1.835937
33	31	592.538462	1118.153846					20		7.870882	1.835937
34	15	97.500000	823.000000	7.440250	60.101096		-55.796480	21	1.000000	110.591969	43.316068
34	17	109.000000	843.000000	2.518806	-50.194428	-110.295524	18.912962	21	0.816392	110.591969	43.316068
34	18	111.500000	840.000000	7.528838	-99.865804	-49.671377	71.075489	21	0.341551	110.591969	43.316068
34	19	109.500000	828.500000	11.767801	-25.260818	74.604986	20.018595	21	0.502549	110.591969	43.316068
34	20	126.000000	820.714286	2.835715	-17.735805	7.525013	43.250326	21	0.536600	110.591969	43.316068
34	21	130.187500	819.375000	3.130130	7.399594	25.135400	36.600475	21	0.568771	110.591969	43.316068
34	22	135.000000	820.000000	4.922749	-148.392494	-155.792088	-140.302888	21	0.430779	110.591969	43.316068
34	23	128.500000	816.000000	9.087407	-152.525564	-4.133071	-157.982752	21	0.260654	110.591969	43.316068
34	24	116.000000	809.500000	11.073735	-40.782281	111.743283	78.868157	21	0.381198	110.591969	43.316068
34	25	129.000000	798.285714	14.112051	-40.380371	0.401910	114.223501	21	0.487791	110.591969	43.316068
34	26	145.666667	784.111111	8.419232	-101.788180	-61.407809	-156.544298	21	0.491879	110.591969	43.316068
34	27	143.000000	771.333333	0.590801	-98.972624	2.815557	-164.783662	21	0.492855	110.591969	43.316068
34	28	142.857143	770.428571	5.399697	90.391089	-170.636287	5.606000	21	0.424054	110.591969	43.316068
34	29	142.800000	778.800000	3.476024	105.226425	14.835336	-8.243404	21	0.379653	110.591969	43.316068
34	30	141.384615	784.000000	2.502855	-89.182191	165.591384	-174.883925	21	0.387301	110.591969	43.316068
34	31	141.440000	780.120000	5.720377	-54.352609	34.829582	149.856117	21	0.419053	110.591969	43.316068
34	32	146.608696	772.913043	0.415701	-99.709435	-45.356826	-160.049234	21	0.419703	110.591969	43.316068
34	33	146.500000	772.277778	0.959354	126.319578	-133.970987	-26.309324	21	0.407328	110.591969	43.316068
34	34	145.619048	773.476190	1.250195	122.128257	-4.191321	-22.828029	21	0.391675	110.591969	43.316068
34	35	144.588235	775.117647					21		110.591969	43.316068
35	16	750.500000	1279.000000	6.981249	-131.462577		-12.093273	13	1.000000	60.148738	31.309087
35	17	743.333333	1270.888889	2.058876	-95.994090	35.468487	-47.734521	13	0.966812	60.148738	31.309087
35	18	743.000000	1267.714286	4.196352	-153.716264	-57.722173	9.807165	13	0.947991	60.148738	31.309087
35	19	737.166667	1264.833333	0.965826	-73.178588	80.537676	-70.645110	13	0.919329	60.148738	31.309087
35	20	737.600000	1263.400000	1.932109	173.290158	-113.531254	42.777197	13	0.880012	60.148738	31.309087
35	21	734.625000	1263.750000	10.204880	-157.574134	29.135708	13.798837	13	0.910791	60.148738	31.309087
35	22	720.000000	1257.714286	3.979236	-147.229894	10.344240	3.752645	13	0.922421	60.148738	31.309087
35	23	714.812500	1254.375000	1.741593	169.220660	-43.549446	47.334254	13	0.911286	60.148738	31.309087
35	24	712.160000	1254.880000	5.330491	20.865346	-148.355314	-164.151872	13	0.642185	60.148738	31.309087
35	25	719.882353	1257.823529	3.978827	-93.553611	-114.418957	-49.911174	13	0.644374	60.148738	31.309087
35	26	719.500000	1251.666667	9.389650	-43.840324	49.713288	-99.999263	13	0.520528	60.148738	31.309087
35	28	740.500000	1231.500000					13		60.148738	31.309087
36	19	608.945946	1160.243243	11.994725	-97.654998		-47.034690	26	1.000000	191.448323	125.682448
36	20	606.468750	1141.812500	8.563001	6.216078	103.871076	-152.283933	26	0.630400	191.448323	125.682448
36	21	619.666667	1143.250000	5.919916	-52.604095	-58.820173	-94.076272	26	0.764701	191.448323	125.682448
36	23	630.814815	1128.666667	4.757489	-13.059309	39.544786	-135.432667	26	0.766436	191.448323	125.682448
36	24	638.000000	1127.000000	4.049212	119.941096	133.000404	91.059504	26	0.595028	191.448323	125.682448
36	25	634.866667	1132.440000	1.215383	169.910221	49.969125	41.705556	26	0.555339	191.448323	125.682448
36	26	633.011494	1132.770115	3.712901	65.302765	-104.607456	146.436174	26	0.483415	191.448323	125.682448
36	27	635.416667	1138.000000	4.810323	-42.347515	-107.650279	-105.603439	26	0.532131	191.448323	125.682448
36	28	640.928571	1132.976190	4.666380	121.836914	164.184428	89.514634	26	0.408341	191.448323	125.682448
36	29	637.112245	1139.122449	3.895034	133.633502	11.796588	78.420558	26	0.317236	191.448323	125.682448
36	30	632.945205	1143.493151	7.667785	-100.864102	125.502397	-46.506216	26	0.343730	191.448323	125.682448
36	31	630.704545	1131.818182	9.927084	-36.561924	64.302177	-111.659279	26	0.424725	191.448323	125.682448
36	32	643.066667	1122.650000	3.572894	-3.816942	32.744983	-145.801555	26	0.438875	191.448323	125.682448
36	33	648.593750	1122.281250	3.993856	-147.885196	-144.068254	-2.035047	26	0.387324	191.448323	125.682448
36	35	638.104651	1115.697674	11.533142	-74.110900	73.774296	-75.852875	26	0.453925	191.448323	125.682448
36	36	643.000000	1098.500000	9.723383	-106.534835	-32.423935	-45.157790	26	0.480021	191.448323	125.682448
36	37	638.709677	1084.048387	14.897712	-109.499113	-2.964278	-43.279114	26	0.518935	191.448323	125.682448
36	38	631.000000	1062.275862	6.493454	-109.738309	-0.239196	-44.696948	26	0.535671	191.448323	125.682448
36	39	627.600000	1052.800000	12.304561	-89.420017	20.318292	-65.765909	26	0.574501	191.448323	125.682448
36	40	627.793103	1033.724138	4.974132	2.049980	91.469997	-159.106461	26	0.560003	191.448323	125.682448
36	41	635.500000	1034.000000	10.102552	-83.646340	-85.696321	-73.701879	26	0.587751	191.448323	125.682448
36	42	637.233333	1018.433333	19.124663	-88.928352	-5.282012	-70.027204	26	0.630675	191.448323	125.682448
36	43	637.787879	988.787879	13.634968	-87.617473	1.310880	-74.371733	26	0.656482	191.448323	125.682448
36	44	638.666667	967.666667					26		191.448323	125.682448
37	20	844.250000	611.000000	14.380357	114.512315		48.580077	12	1.000000	139.211496	112.720072
37	21	835.000000	631.285714	12.238188	167.167048	52.654733	-2.752594	12	0.896985	139.211496	112.720072
37	22	816.500000	635.500000	19.823460	82.924531	-84.242517	81.415940	12	0.833215	139.211496	112.720072
37	23	820.285714	666.000000	9.568671	-164.357749	112.717720	-28.819742	12	0.734123	139.211496	112.720072
37	24	806.000000	662.000000	12.965669	129.721350	-65.920901	36.506267	12	0.783924	139.211496	112.720072
37	25	793.153846	677.461538	16.288324	90.349054	-39.372297	76.897136	12	0.794762	139.211496	112.720072
37	26	793.000000	702.714286	11.968217	91.029328	0.680275	78.328681	12	0.807541	139.211496	112.720072
37	27	792.666667	721.266667	5.476205	-178.032028	90.938643	-11.041640	12	0.771153	139.211496	112.720072
37	29	775.696203	720.683544	19.870068	140.769670	-41.198302	29.868796	12	0.799975	139.211496	112.720072
37	30	751.833333	740.166667	11.156132	149.638787	8.869117	22.415858	12	0.809704	139.211496	112.720072
37	31	736.909091	748.909091					12		139.211496	112.720072
38	24	774.200000	860.600000	1.153811	-63.434947		-113.454576	19	1.000000	8.309763	1.427768
38	25	775.000000	859.000000	0.420875	-163.300751	-99.865804	-13.735955	19	0.654715	8.309763	1.427768
38	27	773.750000	858.625000	0.617190	-146.725108	16.575643	-30.339446	19	0.690012	8.309763	1.427768
38	28	772.950000	858.100000	0.173672	-21.801409	124.923699	-155.306638	19	0.644828	8.309763	1.427768
38	29	773.200000	858.000000	0.397913	8.880659	30.682068	174.001176	19	0.513478	8.309763	1.427768
38	30	773.809524	858.095238	0.316797	80.008954	71.128295	102.878675	19	0.376554	8.309763	1.427768
38	31	773.894737	858.578947	0.309740	-98.038230	-178.047185	-79.031122	19	0.427223	8.309763	1.427768
38	32	773.827586	858.103448	0.547430	-134.683448	-36.645218	-42.428268	19	0.480680	8.309763	1.427768
38	33	773.230769	857.500000	0.298502	97.961748	-127.354804	84.875031	19	0.392886	8.309763	1.427768
38	34	773.166667	857.958333	0.447674	47.945506	-50.016242	134.932737	19	0.278115	8.309763	1.427768
38	35	773.631579	858.473684	0.283696	67.485611	19.540105	115.436797	19	0.211390	8.309763	1.427768
38	36	773.800000	858.880000	0.599677	-108.824707	-176.310318	-68.217194	19	0.290040	8.309763	1.427768
38	37	773.500000	858.000000	0.240377	-116.565048	-7.740341	-60.554473	19	0.316760	8.309763	1.427768
38	38	773.333333	857.666667	0.611854	-141.340188	-24.775140	-35.808519	19	0.365405	8.309763	1.427768
38	39	772.592593	857.074074	0.746016	53.182522	-165.477291	129.618798	19	0.234332	8.309763	1.427768
38	40	773.285714	858.000000	0.509109	86.541273	33.358752	96.340174	19	0.160047	8.309763	1.427768
38	41	773.333333	858.787879	0.214555	-59.931416	-146.472689	-117.116592	19	0.171818	8.309763	1.427768
38	42	773.500000	858.500000					19		8.309763	1.427768
39	25	94.000000	663.714286	0.670810	15.945395		59.204856	16	1.000000	4.441599	0.371440
39	26	95.000000	664.000000	0.456084	134.999996	119.054601	-59.543853	16	0.533056	4.441599	0.371440
39	27	94.500000	664.500000	0.138214	179.999995	44.999999	-104.753003	16	0.426250	4.441599	0.371440
39	28	94.285714	664.500000	0.000000	0.000000	-179.999995	75.175911	16	0.426250	4.441599	0.371440
39	29	94.285714	664.500000	0.138214	0.000000	0.000000	75.175911	16	0.428054	4.441599	0.371440
39	30	94.500000	664.500000	0.138214	89.999997	89.999997	-14.753006	16	0.467801	4.441599	0.371440
39	31	94.500000	664.714286	0.460714	-89.999997	-179.999995	165.228242	16	0.185511	4.441599	0.371440
39	32	94.500000	664.000000	0.193500	179.999995	-90.000008	-104.709440	16	0.102448	4.441599	0.371440
39	33	94.200000	664.000000	0.275175	64.358992	-115.641003	10.832330	16	0.201737	4.441599	0.371440
39	34	94.384615	664.384615	0.105250	44.999999	-19.358994	30.218812	16	0.233174	4.441599	0.371440
39	35	94.500000	664.500000	0.175435	-113.198587	-158.198586	-171.554421	16	0.089038	4.441599	0.371440
39	37	94.285714	664.000000	0.350870	-66.801408	46.397180	142.021073	16	0.107040	4.441599	0.371440
39	38	94.500000	663.500000	0.470120	-149.036239	-82.234832	-135.629893	16	0.103667	4.441599	0.371440
39	39	93.875000	663.125000	0.693562	54.462321	-156.501440	20.698202	16	0.083627	4.441599	0.371440
39	40	94.500000	664.000000					16		4.441599	0.371440
40	25	461.700000	1250.825000	13.998070	20.710543		-148.098256	19	1.000000	81.927629	13.577528
40	26	482.000000	1258.500000	2.732565	-15.676518	-36.387061	-112.899026	19	0.959818	81.927629	13.577528
40	28	490.157895	1256.210526	4.598440	-176.902284	-161.225766	47.523248	19	0.336455	81.927629	13.577528
40	30	475.920000	1255.440000	3.883414	-64.626664	112.275621	-63.650897	19	0.333371	81.927629	13.577528
40	31	478.500000	1250.000000	3.729530	-47.920720	16.705943	-80.924648	19	0.423916	81.927629	13.577528
40	33	486.250000	1241.416667	9.844289	-177.684378	-129.763658	47.633344	19	0.176942	81.927629	13.577528
40	34	471.000000	1240.800000	4.347666	-143.873095	33.811284	15.035352	19	0.198795	81.927629	13.577528
40	36	460.111111	1232.851852	6.137709	-149.198780	-5.325685	20.746709	19	0.247752	81.927629	13.577528
40	37	451.937500	1227.979167	2.404798	137.458644	-73.342576	94.467493	19	0.229466	81.927629	13.577528
40	38	449.190476	1230.500000	7.271159	141.364902	3.906258	90.978036	19	0.217880	81.927629	13.577528
40	39	440.384615	1237.538462	1.372548	71.878883	-69.486018	161.727261	19	0.184249	81.927629	13.577528
40	41	441.708333	1241.583333	3.749306	114.115385	42.236502	119.639123	19	0.181177	81.927629	13.577528
40	42	439.333333	1246.888889	1.077386	3.814075	-110.301311	-129.500970	19	0.165726	81.927629	13.577528
40	43	441.000000	1247.000000					19		81.927629	13.577528
41	26	683.000000	1161.750000	1.377721	-20.556045		-127.852544	15	1.000000	27.688354	10.457851
41	27	685.000000	1161.000000	1.040031	172.874979	-166.568977	38.565978	15	0.181428	27.688354	10.457851
41	28	683.400000	1161.200000	0.301799	62.592423	-110.282556	148.938384	15	0.149403	27.688354	10.457851
41	29	683.615385	1161.615385	2.713581	-22.579572	-85.171995	-125.868057	15	0.573197	27.688354	10.457851
41	30	687.500000	1160.000000	2.852345	76.930680	99.510252	134.318319	15	0.472191	27.688354	10.457851
41	31	688.500000	1164.307692	1.332476	-61.049003	-137.979683	-87.421803	15	0.438796	27.688354	10.457851
41	32	689.500000	1162.500000	1.162790	-123.690064	-62.641061	-24.963529	15	0.332104	27.688354	10.457851
