,,,,,,
track #,0.0,,,,,
,,t,x,y,z,virtual
,,0.0,116.17857142857143,116.32142857142857,0.0,0.0
,,1.0,116.22222222222223,116.18518518518519,0.0,0.0
,,2.0,116.28571428571429,116.32142857142857,0.0,0.0
,,3.0,116.28571428571429,116.21428571428571,0.0,0.0
,,4.0,116.2,115.88,0.0,0.0
,,5.0,116.17857142857143,116.32142857142857,0.0,0.0
,,6.0,116.34615384615384,115.96153846153847,0.0,0.0
,,7.0,116.34482758620689,116.0,0.0,0.0
,,8.0,116.34482758620689,116.13793103448276,0.0,0.0
,,9.0,116.24137931034483,116.17241379310344,0.0,0.0
,,10.0,116.1923076923077,116.03846153846153,0.0,0.0
,,11.0,116.22222222222223,116.18518518518519,0.0,0.0
,,12.0,116.44827586206897,116.03448275862068,0.0,0.0
,,13.0,116.34482758620689,116.34482758620689,0.0,0.0
,,14.0,116.22222222222223,116.18518518518519,0.0,0.0
,,15.0,116.34482758620689,116.24137931034483,0.0,0.0
,,16.0,116.28571428571429,116.07142857142857,0.0,0.0
,,17.0,116.34482758620689,116.10344827586206,0.0,0.0
,,18.0,116.22222222222223,116.18518518518519,0.0,0.0
,,19.0,116.22222222222223,116.18518518518519,0.0,0.0
,,20.0,116.44827586206897,116.03448275862068,0.0,0.0
,,21.0,116.34482758620689,116.0,0.0,0.0
,,22.0,116.22222222222223,116.18518518518519,0.0,0.0
,,23.0,116.22222222222223,116.18518518518519,0.0,0.0
,,24.0,116.22222222222223,116.18518518518519,0.0,0.0
,,25.0,116.22222222222223,116.18518518518519,0.0,0.0
,,26.0,116.22222222222223,116.18518518518519,0.0,0.0
,,27.0,116.28571428571429,116.21428571428571,0.0,0.0
,,28.0,116.28571428571429,116.21428571428571,0.0,0.0
,,29.0,116.26923076923077,116.07692307692308,0.0,0.0
,,30.0,116.24137931034483,115.93103448275862,0.0,0.0
,,31.0,116.41379310344827,116.0,0.0,0.0
,,32.0,116.29629629629629,116.18518518518519,0.0,0.0
,,33.0,116.17857142857143,116.32142857142857,0.0,0.0
,,34.0,116.34482758620689,116.10344827586206,0.0,0.0
,,35.0,116.28571428571429,116.07142857142857,0.0,0.0
,,36.0,116.22222222222223,116.18518518518519,0.0,0.0
,,37.0,116.05,115.15,0.0,0.0
,,38.0,116.21428571428571,116.07142857142857,0.0,0.0
,,39.0,116.22222222222223,116.18518518518519,0.0,0.0
