cmso_object_id,cmso_frame_id,cmso_x_coord,cmso_y_coord
273,31,547.0,1033.291667
274,32,538.095238,1041.619048
275,33,555.642857,1049.642857
276,34,551.214286,1030.5
277,35,551.333333,1030.75
278,36,550.407407,1029.740741
279,37,547.5,1032.5
280,38,548.2,1042.0
281,39,535.5,1053.0
282,40,531.724138,1065.586207
283,41,537.906977,1064.7209300000002
284,42,540.714286,1065.5
285,43,533.28125,1071.8125
286,44,528.0,1074.291667
287,45,527.795455,1077.75
288,46,520.4117650000001,1089.117647
289,47,518.04,1097.4
290,48,517.111111,1106.666667
291,49,516.7391299999999,1116.826087
292,50,509.61111100000005,1109.722222
293,51,502.5,1099.0
294,52,498.0,1106.0
295,53,495.708333,1111.0
296,54,506.925926,1109.407407
297,55,516.0,1114.5
298,56,526.9322030000001,1127.711864
299,57,528.5,1136.0
300,58,533.5,1135.0
301,59,539.815789,1152.684211
302,60,541.758242,1163.5054949999999
303,61,532.0,1168.5
304,62,533.786667,1166.586667
305,63,544.75,1169.05
306,64,551.114286,1168.5142859999999
307,65,553.597222,1156.236111
308,66,548.88,1147.72
309,68,514.59,1151.36
310,69,507.454545,1139.636364
311,0,546.75,767.583333
312,1,545.7462690000001,770.656716
313,2,545.724138,769.741379
314,3,543.171429,770.8
315,4,544.363636,769.2727269999999
316,5,545.53125,768.0625
317,6,545.181818,767.2727269999999
318,7,543.733333,769.333333
319,8,546.574074,765.9814809999999
320,9,545.6,765.8
321,10,542.25,767.333333
322,11,544.9,763.3
323,12,548.615385,762.384615
324,13,551.318182,758.2727269999999
325,14,571.0,743.714286
326,15,574.961538,745.5769230000001
327,16,576.0,745.0
328,17,574.0,745.5
329,18,573.9,743.05
330,19,558.901961,750.294118
331,20,558.15,751.3
332,21,558.642857,751.535714
333,22,558.090909,753.636364
334,23,558.394737,753.657895
335,24,557.888889,753.666667
336,25,555.4,755.771429
337,26,552.5,757.5
338,27,552.386667,759.586667
339,28,552.390244,761.804878
340,29,552.0666669999999,763.666667
341,30,552.909091,762.363636
342,31,551.4,764.8
343,32,551.4,764.133333
344,33,551.2352940000001,765.2352940000001
345,34,550.4117650000001,766.352941
346,35,550.153846,766.666667
347,36,550.5,767.0
348,37,551.560976,768.414634
349,38,549.8965519999999,767.827586
350,39,551.5,768.0
351,40,550.277778,767.111111
352,41,548.592593,767.7407410000001
353,42,549.1034480000001,768.310345
354,43,548.5,766.5
355,44,549.375,766.75
356,45,549.0,769.0
357,46,550.7647059999999,771.1176469999999
358,47,548.5,775.5
359,48,545.5,793.714286
360,49,546.171429,789.0
361,50,547.363636,786.090909
362,51,550.890244,785.02439
363,52,552.5185190000001,786.111111
364,53,554.075,787.05
365,54,552.565217,787.217391
366,55,550.631579,786.842105
367,56,549.875,788.666667
368,57,549.095238,785.809524
369,58,549.714286,789.0
370,59,551.098039,789.5882349999999
371,60,553.0,785.5
372,61,554.9782610000001,787.3478259999999
373,62,556.5,790.0
374,63,557.4117650000001,791.1176469999999
375,64,556.325,788.225
376,65,555.666667,789.333333
377,66,554.5,792.5
378,67,556.136986,784.328767
379,68,554.689655,790.206897
380,69,554.142857,791.285714
381,70,555.108696,791.3695650000001
382,71,554.3055559999999,794.527778
383,72,554.418605,794.255814
384,73,554.017857,792.785714
385,74,554.584112,792.7616820000001
386,75,560.5217389999999,795.391304
387,76,537.3395059999999,812.895062
388,77,542.163265,808.428571
389,78,535.384615,818.807692
390,79,539.411111,820.033333
391,80,544.4117650000001,820.323529
392,81,562.367347,823.2244900000001
393,82,571.068966,816.310345
394,0,547.75,1208.75
395,1,547.821429,1211.785714
396,2,548.0,1212.0
397,3,550.292683,1205.682927
398,4,550.5,1200.222222
399,5,545.391304,1201.0434779999998
400,6,542.818182,1200.818182
401,7,541.888889,1197.666667
402,8,542.333333,1198.333333
403,9,542.0,1194.285714
404,10,542.5,1195.785714
405,11,541.5,1197.5
406,12,540.2,1200.4
407,13,540.424242,1195.424242
408,14,540.083333,1192.027778
409,15,540.166667,1193.875
410,16,542.551724,1194.413793
411,17,543.384615,1197.384615
412,18,545.5,1207.5
413,19,547.5,1212.5
414,20,546.666667,1209.666667
415,21,544.975,1207.9375
416,22,542.0,1207.5
417,23,543.0,1206.5
418,24,541.0,1198.5
419,25,544.611111,1197.611111
420,26,544.714286,1197.5
421,27,551.46875,1197.8125
422,28,549.780822,1191.931507
423,29,555.972603,1188.945205
424,30,560.0,1191.714286
425,31,550.836735,1194.265306
426,32,539.0,1196.5
427,33,536.714286,1195.0
428,34,540.5,1198.692308
429,35,543.678571,1213.3214289999999
430,36,551.090909,1223.090909
431,37,553.6744190000001,1228.1860470000001
432,38,552.214286,1234.75
433,39,555.675676,1241.459459
434,40,560.384615,1258.384615
435,41,566.952941,1279.388235
436,42,580.5,1292.0
437,43,585.5862070000001,1297.724138
438,44,587.580645,1302.4516130000002
439,45,588.0769230000001,1308.384615
440,46,588.0,1308.0
441,47,589.960784,1306.294118
442,48,590.4736839999999,1303.315789
443,49,582.539683,1294.936508
444,50,581.5,1292.0
445,51,586.6833330000001,1292.9
446,52,590.090909,1301.363636
447,53,589.014493,1308.434783
448,54,599.822222,1326.4
449,55,587.689655,1325.551724
450,56,584.947368,1328.3684210000001
451,57,591.384615,1331.75
452,58,599.0,1340.5
453,59,601.666667,1343.393939
454,60,606.9714290000001,1347.3714289999998
455,61,611.266667,1351.066667
456,62,615.935484,1359.193548
457,63,603.4736839999999,1352.684211
458,64,605.75,1345.4
459,65,608.533333,1350.866667
460,66,607.015873,1353.079365
461,67,609.166667,1348.166667
462,68,604.4142860000001,1347.614286
463,69,604.044444,1350.4222220000001
464,70,608.503448,1350.055172
465,71,606.25,1354.363636
466,72,609.604651,1356.348837
467,73,609.380074,1367.066421
468,74,604.981707,1369.134146
469,75,608.532847,1369.167883
470,76,610.2568809999999,1369.238532
471,77,615.150538,1370.139785
472,78,613.090909,1372.227273
473,79,615.0,1372.041667
474,80,584.833333,1370.012821
475,81,624.0,1372.8
476,82,630.0,1369.734694
477,83,643.097561,1370.317073
478,85,649.098039,1334.666667
479,86,649.784615,1329.953846
480,87,688.75,1293.25
481,88,712.857143,1295.0714289999999
482,0,924.5,325.5
483,1,923.666667,328.333333
484,2,922.5,326.0
485,3,921.0,326.71428599999996
486,4,921.5,327.5
487,5,920.9565220000001,327.391304
488,6,921.5,326.5
489,7,921.333333,325.888889
490,8,921.0,325.0
491,9,921.5,325.71428599999996
492,10,921.833333,325.166667
493,11,921.3684210000001,324.21052599999996
494,12,921.6363640000001,323.545455
495,13,921.2,323.0
496,14,921.0,324.0
497,15,921.466667,325.133333
498,16,921.0,325.5
499,17,920.7,326.7
500,18,921.4117650000001,325.88235299999997
501,19,920.5,325.0
502,20,920.5,324.77777799999996
503,21,920.384615,324.615385
504,22,920.0,325.0
505,23,921.0,324.0
506,24,918.0,321.8
507,25,917.5,320.0
508,26,917.4117650000001,317.88235299999997
509,27,917.681818,319.863636
510,28,916.0,320.0
511,29,913.666667,320.333333
512,30,914.2857140000001,319.5
513,31,912.7,320.9
514,32,911.69697,318.090909
515,33,910.5,319.0
516,34,908.571429,318.771429
517,35,907.5,320.0
518,36,906.5,318.294118
519,37,905.947368,319.921053
520,38,904.6315789999999,318.78947400000004
521,39,907.6111109999999,320.861111
522,40,905.4210529999999,318.105263
523,41,906.0,320.0
524,42,908.0,320.5
525,43,905.7209300000001,317.72092999999995
526,44,908.833333,318.833333
527,45,908.7,320.3
528,46,911.944444,321.194444
529,47,914.375,319.84375
530,48,915.875,321.9375
531,49,923.4117650000001,322.88235299999997
532,50,929.563636,315.036364
533,51,938.5,311.28571400000004
534,52,938.2307689999999,314.153846
535,53,935.333333,315.375
536,54,932.540541,313.918919
537,55,927.0,319.0
538,56,923.793651,317.904762
539,57,922.333333,314.666667
540,58,919.945055,319.505495
541,59,919.6363640000001,318.984848
542,60,917.7560980000001,315.0
543,61,914.3636359999999,313.545455
544,62,914.090909,316.090909
545,63,917.0,322.5
546,64,921.1578949999999,324.842105
547,65,920.275862,326.413793
548,66,915.5,325.5
549,67,913.5,324.0
550,68,913.833333,325.166667
551,69,913.090909,326.090909
552,70,915.625,326.25
553,71,917.2777779999999,330.111111
554,72,918.0,331.0
555,73,917.4,331.6
556,74,917.0,329.0
557,75,919.592593,333.740741
558,76,920.7222220000001,333.111111
559,77,919.384615,328.384615
560,78,919.666667,323.5
561,80,923.571429,316.28571400000004
562,0,927.5,975.0
563,1,927.2857140000001,977.0
564,2,927.0,978.0
565,3,926.5,977.5
566,4,927.0,978.0
567,5,925.86,978.94
568,6,926.0,979.0
569,7,925.622642,978.301887
570,8,926.5,977.5
571,9,925.8,977.5
572,10,926.9019609999999,977.921569
573,11,925.0980390000001,977.705882
574,12,924.106061,977.666667
575,13,925.7142859999999,976.5
576,14,926.3207550000001,977.584906
577,15,926.2972970000001,978.918919
578,16,926.5,978.5
579,17,925.09434,979.867925
580,18,924.93617,980.553191
581,19,925.5,980.5
582,20,925.6111109999999,979.1388890000001
583,21,923.770833,979.395833
584,22,922.825,977.125
585,23,924.2909089999999,976.7454550000001
586,24,923.044444,976.688889
587,25,923.825,976.125
588,26,922.428571,975.619048
589,27,922.5,977.0
590,28,923.575,976.825
591,29,924.255319,977.680851
592,30,924.5,977.0
593,31,924.090909,978.6363640000001
594,32,924.5,976.5
595,33,925.0,978.0
596,34,925.0,980.0
597,35,925.366667,979.15
598,36,925.95,979.8166669999999
599,37,926.724138,979.5862070000001
600,38,925.754717,980.301887
601,39,927.653846,982.384615
602,40,927.0,980.5
603,41,923.6,975.4
604,42,917.9,967.6
605,43,916.8285710000001,964.0
606,44,917.5,964.0
607,45,916.69697,963.090909
608,46,914.813953,963.837209
609,47,914.1578949999999,963.614035
610,48,914.4117650000001,966.6764710000001
611,49,914.166667,965.833333
612,50,906.0,962.666667
613,51,893.243243,958.027027
614,52,892.615385,950.615385
615,53,892.875,942.875
616,30,378.5,1373.0
617,31,371.396552,1370.517241
618,32,367.389831,1369.474576
619,33,359.083333,1362.166667
620,34,366.71428599999996,1368.9285710000001
621,35,366.333333,1367.977778
622,36,366.25,1360.8
623,37,366.078431,1369.333333
624,38,369.706667,1358.226667
625,39,373.1,1352.2
626,40,367.625,1353.725
627,41,368.611111,1354.138889
628,42,369.290323,1353.4516130000002
629,43,367.817204,1351.731183
630,44,368.178571,1351.6785710000001
631,45,367.05,1354.25
632,46,365.085714,1354.342857
633,47,366.0,1353.0537630000001
634,48,365.972973,1354.243243
635,49,364.866667,1356.333333
636,50,352.892157,1369.186275
637,51,358.267516,1362.7452230000001
638,52,356.35632200000003,1366.425287
639,53,368.157895,1353.1578949999998
640,54,370.956522,1338.608696
641,55,364.0,1354.7
642,56,369.290323,1352.129032
643,57,364.592593,1353.0370369999998
644,58,361.333333,1357.0
645,59,353.368715,1365.078212
646,60,360.5,1352.0
647,61,349.0,1352.285714
648,62,346.745098,1353.980392
649,63,334.02439,1352.878049
650,64,340.794118,1369.426471
651,65,334.16346200000004,1367.230769
652,66,334.376623,1359.324675
653,67,329.311475,1340.704918
654,68,330.5,1330.5
655,69,334.875,1331.125
656,70,344.235294,1344.9705880000001
657,71,355.72222200000004,1370.236111
658,40,106.857143,1359.857143
659,41,106.733333,1369.133333
660,42,98.09259300000001,1365.407407
661,43,85.5,1355.4
662,44,74.14814799999999,1348.277778
663,45,69.5,1352.727273
664,46,60.127272999999995,1340.5818179999999
665,47,54.865384999999996,1340.9038460000002
666,48,32.7,1348.7
667,49,25.468085000000002,1362.5957449999999
668,50,34.530864,1362.487654
669,51,28.965217,1368.452174
670,52,41.121019,1367.070064
671,53,49.871795,1370.230769
672,53,50.411765,1260.882353
673,54,53.0,1272.0
674,55,42.731707,1289.902439
675,56,41.909091,1282.090909
676,57,46.684932,1279.027397
677,58,46.0,1288.5
678,59,41.486111,1297.222222
679,60,46.652174,1308.246377
680,61,25.416,1314.864
681,62,7.679245,1315.584906
682,63,1.0,1318.5
683,64,1.0,1331.5
684,65,1.0,1339.5
685,66,1.3684209999999999,1344.0526320000001
686,67,18.117647,1334.073529
687,69,49.131313,1338.575758
688,70,58.605263,1326.3421050000002
689,61,261.773585,74.773585
690,62,260.619048,80.904762
691,63,257.5,85.5
692,64,247.45901600000002,76.836066
693,65,225.690476,65.64285699999999
694,66,207.96,61.24
695,67,201.826087,62.0
696,68,201.5,62.0
697,69,202.5,64.64
698,70,207.210526,57.368421
699,71,207.734375,55.875
700,72,208.638298,55.808510999999996
701,73,209.466667,64.866667
702,74,218.891304,72.36956500000001
703,75,231.346154,65.615385
704,76,247.0,61.0
705,77,261.5,54.5
706,78,279.0,47.0
707,79,286.941176,63.029412
708,80,294.936709,67.620253
709,81,297.087302,63.047619
710,82,298.756757,67.756757
711,83,301.5,41.0
712,84,297.386792,35.207547
713,85,317.261538,11.861538000000001
714,86,320.5,2.0
715,87,322.0,1.0
716,0,57.0,1217.285714
717,1,54.0,1220.647059
718,2,53.0,1218.733333
719,3,53.589743999999996,1218.0
720,4,50.428571000000005,1217.771429
721,5,49.060606,1218.015152
722,6,52.357143,1216.785714
723,7,52.67441899999999,1215.627907
724,8,53.636364,1215.5454550000002
725,9,53.0,1216.0
726,10,53.837838,1215.0
727,11,53.259259,1213.444444
728,12,53.135135,1214.945946
729,13,52.095238,1213.761905
730,14,52.821429,1213.089286
731,15,53.5,1215.294118
732,16,53.413793000000005,1214.896552
733,17,52.471697999999996,1214.792453
734,18,53.5,1214.5
735,19,52.9,1213.95
736,20,53.125,1214.666667
737,21,53.333332999999996,1215.355556
738,22,53.0,1215.5
739,23,53.3,1215.9
740,24,53.166667000000004,1215.041667
741,25,53.2,1214.5
742,26,52.047619,1214.0714289999999
743,27,51.666667,1215.54386
744,28,51.384615000000004,1215.980769
745,29,52.175,1217.05
746,30,52.6,1216.833333
747,31,52.333333,1219.5
748,32,52.888889,1216.666667
749,33,52.419354999999996,1217.4516130000002
750,34,52.32,1215.88
751,35,52.173077,1216.711538
752,36,52.0,1215.5
753,37,52.806452,1217.032258
754,38,52.0,1217.0
755,39,53.2,1215.8
756,40,52.0,1214.857143
757,41,52.151515,1215.666667
758,42,51.980391999999995,1217.254902
759,43,51.0,1216.5
760,44,51.5,1216.0
761,45,52.0,1217.0
762,46,51.5,1218.0
763,47,51.818182,1216.818182
764,48,51.888889,1219.333333
765,49,51.916667,1220.027778
766,51,48.270270000000004,1209.945946
767,52,38.846154,1231.538462
768,53,51.745763000000004,1217.813559
769,54,51.577778,1218.355556
770,55,51.264706,1216.4705880000001
771,56,50.959184,1217.6734689999998
772,57,51.5,1217.0
773,58,51.688889,1219.4222220000001
774,59,51.152174,1219.913043
775,60,51.5,1215.222222
776,61,50.666667,1215.5
777,62,51.163265,1215.5714289999999
778,63,50.473684000000006,1215.140351
779,64,51.5,1214.0
780,65,49.103448,1213.517241
781,66,50.821428999999995,1215.607143
782,67,51.088235,1214.411765
783,68,51.0,1214.5
784,69,50.743590000000005,1217.025641
785,70,44.69697,1213.909091
786,71,40.454545,1214.090909
787,72,39.190476000000004,1215.0714289999999
788,73,29.439024,1219.585366
789,74,25.5,1224.0
790,75,24.421053,1231.578947
791,76,30.139535,1244.162791
792,77,37.727273,1248.5
793,78,42.0,1248.0
794,79,51.125,1253.6875
795,80,53.12,1251.94
796,81,53.8,1253.4
797,82,53.439023999999996,1254.2682929999999
798,83,53.6,1256.2
799,84,53.0,1255.0
800,85,53.666667000000004,1256.333333
801,86,54.0,1257.2
802,87,53.55814,1256.55814
803,88,54.31818199999999,1259.636364
804,89,56.0,1261.5
805,90,56.5,1265.777778
806,91,54.756098,1266.780488
807,92,56.73170699999999,1264.902439
808,93,55.764706000000004,1267.058824
809,94,55.5,1269.0
810,95,56.5,1267.0
811,96,55.5,1267.5
812,97,55.675676,1267.054054
813,98,54.8,1264.833333
814,99,55.666667000000004,1265.444444
815,100,53.7,1268.7
816,101,53.5,1266.8125
817,102,54.05128199999999,1266.564103
818,103,54.153845999999994,1266.461538
819,104,52.842105000000004,1269.8421050000002
820,105,52.125,1269.6
821,106,53.333332999999996,1268.636364
822,107,51.074073999999996,1272.407407
823,108,49.4,1274.8
824,109,51.083333,1270.833333
825,110,51.125,1272.666667
826,111,50.047619,1275.380952
827,112,51.105263,1272.421053
828,113,50.702703,1271.135135
829,114,50.074073999999996,1269.407407
830,115,50.1,1271.05
831,116,50.34375,1273.03125
832,117,43.25,1281.25
833,118,43.125,1283.666667
834,119,40.5,1289.0
835,120,41.0,1297.2
836,121,44.0,1311.0
837,122,45.357143,1317.261905
838,123,50.352940999999994,1332.323529
839,124,51.75,1336.057692
840,125,51.5,1350.0
841,126,44.454545,1355.181818
842,127,43.739129999999996,1357.826087
843,128,42.5,1359.5
844,129,40.111111,1369.933333
845,130,41.040816,1365.918367
846,131,37.61,1368.14
847,132,32.1,1370.84
848,133,30.597015000000003,1370.2238810000001
849,134,29.266666999999998,1372.466667
850,135,25.142857,1371.714286
851,136,22.666667,1371.079365
852,137,21.0,1370.967742
853,0,162.4,954.822222
854,1,161.555556,958.666667
855,2,160.0,958.2857140000001
856,3,159.71428600000002,957.582418
857,4,158.784483,959.3534480000001
858,5,158.689189,956.918919
859,6,158.333333,954.333333
860,7,156.24,953.96
861,8,156.809524,960.9523810000001
862,9,154.384615,961.384615
863,10,153.5,962.5
864,11,151.842105,963.1578949999999
865,12,149.615385,960.615385
866,13,152.882353,963.4117650000001
867,14,154.190476,959.4761900000001
868,15,156.427083,963.041667
869,16,158.85,962.85
870,17,155.909091,963.909091
871,18,154.553571,965.25
872,19,150.5,962.5
873,20,152.94382,958.6067419999999
874,21,153.45045,959.8288289999999
875,22,153.4375,961.708333
876,23,154.717391,966.054348
877,24,154.424242,963.424242
878,25,157.78571399999998,963.553571
879,26,159.366667,961.633333
880,27,154.909091,966.909091
881,28,157.044444,968.577778
882,29,163.385965,970.333333
883,30,165.696429,969.9107140000001
884,31,162.756757,969.972973
885,32,170.13888899999998,968.333333
886,33,175.25423700000002,974.1186439999999
887,34,171.272727,982.9886359999999
888,35,169.571429,985.7714289999999
889,36,167.5,983.7142859999999
890,37,169.45678999999998,984.592593
891,38,167.318182,985.7272730000001
892,39,160.28571399999998,992.0
893,40,153.705263,981.8421050000001
894,41,150.789474,986.754386
895,42,153.98,986.92
896,43,152.695652,980.9565220000001
897,44,152.955882,983.1764710000001
898,45,150.72,980.88
899,46,149.47368400000002,979.859649
900,47,148.647059,978.952941
901,48,148.22973000000002,981.2972970000001
902,49,145.0,979.2
903,50,149.0,972.5
904,51,150.81034499999998,966.3448279999999
905,52,151.625,990.15625
906,53,158.407407,971.2592589999999
907,54,167.023256,971.5813949999999
908,55,171.818182,969.9545449999999
909,56,173.358491,971.849057
910,57,178.586207,967.724138
911,58,181.8,971.0
912,59,186.5,965.5
913,60,194.5,958.0
914,61,201.5,953.5
915,62,204.883721,951.883721
916,63,211.0,950.5
917,64,217.35,950.55
918,65,218.5,950.0
919,66,223.526316,951.3157890000001
920,67,227.168831,949.7792210000001
921,68,228.032258,953.403226
922,69,225.25,956.25
923,70,229.84,951.4
924,71,230.029412,955.0882349999999
925,72,240.047619,951.928571
926,73,243.3125,963.385417
927,74,239.26666699999998,968.033333
928,75,230.896552,975.517241
929,76,228.0,981.5
930,77,224.74358999999998,985.0256410000001
931,78,225.25,985.666667
932,79,221.0,988.2
933,80,219.8125,988.53125
934,81,209.02438999999998,997.731707
935,82,203.38888899999998,1001.8611109999999
936,83,201.94736799999998,1003.5614039999999
937,84,199.082353,1007.8
938,85,198.628571,1008.8285710000001
939,86,194.875,1012.875
940,87,196.54,1006.86
941,88,199.824742,1007.742268
942,89,197.0,993.0
943,90,187.4375,985.234375
