object_id_cmso,frame_cmso,x_coord_cmso,y_coord_cmso,z_coord_cmso
145,15.0,307.8966777334224,483.7076990167264,0.0
146,16.0,307.8966777334224,483.7076990167264,0.0
147,17.0,309.87376509330414,476.8825466520307,0.0
148,18.0,308.6919691969197,476.17491749174917,0.0
149,19.0,306.856981981982,474.6418918918919,0.0
150,20.0,308.73136094674555,476.5313609467456,0.0
151,21.0,307.78117048346064,473.1068702290077,0.0
152,22.0,307.9339313247594,473.8738175918076,0.0
153,23.0,307.9339313247594,473.8738175918076,0.0
154,24.0,309.73605150214587,469.43669527897003,0.0
155,25.0,312.7393561786085,470.0664589823468,0.0
156,26.0,311.93455330557975,470.08606181929906,0.0
157,27.0,311.93455330557975,470.08606181929906,0.0
158,28.0,312.08288482238964,465.87190527448865,0.0
159,29.0,310.48294243070364,464.4840085287847,0.0
160,30.0,309.3939720129171,463.62970936490854,0.0
161,31.0,306.6918032786885,462.4459016393442,0.0
162,32.0,305.02405857740587,461.2468619246862,0.0
163,33.0,306.23726977248106,460.07908992416037,0.0
164,0.0,119.68784530386739,479.03867403314916,0.0
165,1.0,121.3825,479.76,0.0
166,2.0,119.07297297297299,476.8621621621622,0.0
167,3.0,119.54341079801395,477.54150349288096,0.0
168,4.0,117.8370786516854,479.5702247191011,0.0
169,5.0,117.75396825396824,480.0767195767196,0.0
170,6.0,117.88139763301979,479.8232932930902,0.0
171,7.0,117.36591478696744,478.15288220551383,0.0
172,8.0,117.49478552492431,478.5704850630984,0.0
173,9.0,117.49478552492431,478.5704850630984,0.0
174,10.0,117.49478552492431,478.5704850630984,0.0
175,11.0,117.49478552492431,478.5704850630984,0.0
176,12.0,123.96029776674938,476.0645161290323,0.0
177,13.0,126.97164948453607,475.7835051546392,0.0
178,14.0,126.10255760776892,475.9071826242076,0.0
179,15.0,126.10255760776892,475.9071826242076,0.0
180,16.0,123.07474226804123,475.4639175257732,0.0
181,17.0,121.29370629370631,475.73426573426576,0.0
182,18.0,121.734375,476.59375,0.0
183,0.0,33.46003016591252,473.420814479638,0.0
184,1.0,33.51862464183381,470.1332378223496,0.0
185,2.0,32.426865671641785,470.3149253731343,0.0
186,3.0,31.509230769230772,469.4107692307692,0.0
187,4.0,31.326023391812864,469.062865497076,0.0
188,5.0,33.28022759601707,468.977240398293,0.0
189,6.0,34.19556171983356,469.59778085991684,0.0
190,7.0,33.852090350248034,469.4576019409116,0.0
191,8.0,33.852090350248034,469.4576019409116,0.0
192,9.0,33.852090350248034,469.4576019409116,0.0
193,10.0,37.61579651941098,464.2074966532798,0.0
194,0.0,378.8551236749116,459.7420494699647,0.0
195,1.0,377.71379310344827,459.6448275862069,0.0
196,2.0,380.13533834586474,460.58270676691734,0.0
197,3.0,378.5719696969697,461.5265151515151,0.0
198,4.0,377.20676691729324,461.563909774436,0.0
199,5.0,376.937037037037,460.9666666666666,0.0
200,6.0,376.47311827956986,460.9713261648746,0.0
201,7.0,375.21111111111117,461.5111111111111,0.0
202,8.0,375.35211267605627,462.57394366197184,0.0
203,9.0,375.1428571428572,463.1978021978022,0.0
204,10.0,376.6729323308271,463.86466165413526,0.0
205,11.0,376.5347985347986,463.5091575091575,0.0
206,12.0,375.02846975088966,463.68683274021345,0.0
207,13.0,375.89436619718316,462.95422535211264,0.0
208,14.0,376.0641891891892,463.02702702702703,0.0
209,15.0,377.76056338028167,462.64788732394373,0.0
210,16.0,376.472602739726,464.10616438356163,0.0
211,17.0,376.6130136986301,465.75,0.0
212,18.0,376.63074752149504,465.2542185231945,0.0
213,19.0,376.63074752149504,465.2542185231945,0.0
214,20.0,376.70614035087715,465.0526315789474,0.0
215,21.0,378.5535714285714,463.16741071428567,0.0
216,22.0,376.2463768115942,460.36645962732916,0.0
217,0.0,407.8985507246377,428.26811594202906,0.0
218,1.0,410.3701067615658,428.3701067615658,0.0
219,2.0,410.8265682656827,426.52029520295196,0.0
220,3.0,410.93258426966287,427.41198501872657,0.0
221,4.0,410.49236641221376,428.24045801526717,0.0
222,5.0,411.7538461538462,430.2384615384616,0.0
223,6.0,414.8248175182482,431.06569343065695,0.0
224,7.0,415.22222222222223,430.5095785440613,0.0
225,8.0,416.644,430.736,0.0
226,9.0,417.2444444444445,430.5814814814815,0.0
227,10.0,415.7028985507246,429.61956521739125,0.0
228,11.0,416.56043956043953,428.2380952380952,0.0
229,12.0,416.4153846153846,427.8807692307692,0.0
230,13.0,416.78651685393265,428.37453183520597,0.0
231,14.0,416.03007518797,427.92481203007515,0.0
232,15.0,416.6133828996283,427.724907063197,0.0
233,16.0,414.7915057915058,427.8262548262549,0.0
234,17.0,417.1962264150943,428.98490566037736,0.0
235,18.0,416.702394465942,428.6934934169426,0.0
236,19.0,416.702394465942,428.6934934169426,0.0
237,20.0,416.5182481751825,435.7554744525547,0.0
238,21.0,416.54771158170405,434.62555748685685,0.0
239,22.0,416.54771158170405,434.62555748685685,0.0
240,23.0,416.54771158170405,434.62555748685685,0.0
241,24.0,421.0,435.0,0.0
242,0.0,476.71875,384.0649038461538,0.0
243,1.0,478.64220183486236,385.02981651376155,0.0
244,2.0,478.7298578199052,384.9810426540285,0.0
245,3.0,478.5859920927307,384.93207769247084,0.0
246,4.0,478.5859920927307,384.93207769247084,0.0
247,5.0,477.86926605504584,387.47018348623845,0.0
248,0.0,754.4135060129511,399.99722479185937,0.0
249,1.0,755.9824561403508,403.1868421052632,0.0
250,2.0,757.0147058823529,403.26816608996535,0.0
251,3.0,756.0164190774042,400.87646598905394,0.0
252,4.0,758.3761801016702,401.0537400145244,0.0
253,5.0,757.3399857448325,401.3827512473272,0.0
254,6.0,757.4615579175673,401.3233136669148,0.0
255,7.0,756.1242403781229,400.8136394328157,0.0
256,8.0,757.5514018691589,402.39853137516684,0.0
257,9.0,759.3469127943985,400.5295989815404,0.0
258,10.0,759.7580952380953,400.2019047619048,0.0
259,11.0,759.2802790107801,401.89410272669625,0.0
260,12.0,761.2172808132148,400.71537484116897,0.0
261,13.0,760.748388217728,400.91529186524514,0.0
262,14.0,762.2053915275993,401.9589216944801,0.0
263,15.0,763.1021806853582,403.40934579439255,0.0
264,16.0,763.0,408.0,0.0
265,0.0,817.6666666666665,308.6666666666667,0.0
266,1.0,822.75,308.875,0.0
267,2.0,821.4620921305182,308.82221689059503,0.0
268,3.0,821.4620921305182,308.82221689059503,0.0
269,4.0,819.6666666666665,309.6666666666667,0.0
270,5.0,819.9540892098122,309.5314820504942,0.0
271,6.0,819.9540892098122,309.5314820504942,0.0
272,7.0,819.9540892098122,309.5314820504942,0.0
273,8.0,819.9540892098122,309.5314820504942,0.0
274,9.0,819.9540892098122,309.5314820504942,0.0
275,10.0,815.5,318.5,0.0
276,0.0,486.73426573426576,351.1468531468532,0.0
277,1.0,481.5194508009153,352.79176201373,0.0
278,2.0,478.9268292682927,349.8913525498891,0.0
279,3.0,479.90611196234886,350.51278866958336,0.0
280,4.0,479.90611196234886,350.51278866958336,0.0
281,5.0,479.90611196234886,350.51278866958336,0.0
282,6.0,479.90611196234886,350.51278866958336,0.0
283,7.0,479.90611196234886,350.51278866958336,0.0
284,8.0,489.32012934518997,350.8132578819725,0.0
285,0.0,516.9028776978417,320.7661870503597,0.0
286,1.0,513.8637992831541,319.26881720430106,0.0
287,2.0,512.8484848484849,323.3265993265993,0.0
288,3.0,513.2951829736867,322.4062239316959,0.0
289,4.0,513.2951829736867,322.4062239316959,0.0
290,5.0,515.9304635761589,321.8973509933775,0.0
291,6.0,515.5088045046475,321.97877340072466,0.0
292,7.0,520.0584415584416,322.19480519480516,0.0
293,0.0,182.0,594.0,0.0
294,1.0,185.72972972972974,594.5135135135135,0.0
295,2.0,184.784769414328,594.3834102816827,0.0
296,3.0,184.784769414328,594.3834102816827,0.0
297,4.0,184.57142857142856,598.2857142857142,0.0
298,5.0,185.2352941176471,596.9803921568628,0.0
299,6.0,183.13333333333333,596.3333333333334,0.0
300,7.0,183.61966349875615,596.5364224181683,0.0
301,8.0,183.61966349875615,596.5364224181683,0.0
302,9.0,186.0,593.0,0.0
303,10.0,186.57142857142856,593.2857142857142,0.0
304,11.0,186.5,597.0,0.0
305,12.0,186.45970599595145,596.0898003985143,0.0
306,13.0,188.0,594.5,0.0
307,14.0,187.6149595534499,594.8974159827673,0.0
308,15.0,187.6149595534499,594.8974159827673,0.0
309,16.0,185.0,598.0,0.0
310,17.0,185.41839209197164,597.5035882617094,0.0
311,18.0,187.33333333333331,601.6666666666666,0.0
312,19.0,184.5,597.6666666666666,0.0
313,20.0,185.09047106790015,598.4111758718689,0.0
314,21.0,185.09047106790015,598.4111758718689,0.0
315,22.0,187.6,592.8,0.0
316,23.0,187.19849742820992,593.6977388204234,0.0
317,24.0,186.0,590.0,0.0
318,0.0,714.803125,292.6875,0.0
319,1.0,720.0243902439024,293.5487804878049,0.0
320,2.0,719.2804532577902,292.7252124645892,0.0
321,3.0,719.1356023309418,292.87667838640704,0.0
322,4.0,715.2607449856732,290.17478510028656,0.0
323,5.0,716.2295102086258,290.8502939044799,0.0
324,6.0,711.9120234604104,290.08211143695013,0.0
325,7.0,711.617142857143,287.65142857142865,0.0
326,8.0,709.1648044692737,288.1340782122905,0.0
327,9.0,709.8637800824579,288.177336405823,0.0
328,10.0,709.8637800824579,288.177336405823,0.0
329,11.0,709.7948051948053,285.52207792207787,0.0
330,12.0,709.8058411768352,285.94691927969507,0.0
331,13.0,706.5988538681949,282.9942693409742,0.0
332,14.0,706.0147928994082,285.6065088757396,0.0
333,15.0,702.8782608695652,285.495652173913,0.0
334,16.0,699.3291925465837,286.3695652173913,0.0
335,17.0,697.6829268292682,287.780487804878,0.0
336,18.0,699.3626062322946,282.0878186968838,0.0
337,19.0,698.16091954023,284.69252873563215,0.0
338,20.0,698.070796460177,286.91150442477874,0.0
339,0.0,110.3236074270557,517.710875331565,0.0
340,1.0,107.726368159204,513.1119402985074,0.0
341,2.0,108.69820971867009,518.7851662404091,0.0
342,3.0,108.6169014084507,518.9239436619719,0.0
343,4.0,109.55464480874315,514.6174863387978,0.0
344,5.0,108.52094240837697,513.5471204188482,0.0
345,6.0,108.72080249734371,514.0640726200206,0.0
346,7.0,108.56349206349206,511.2804232804233,0.0
347,0.0,551.465625,274.225,0.0
348,1.0,554.0194805194806,277.48701298701303,0.0
349,2.0,549.441935483871,280.1935483870968,0.0
350,3.0,546.8523489932886,282.2986577181208,0.0
351,4.0,548.0259740259739,285.5487012987013,0.0
352,5.0,548.7752442996742,283.39087947882734,0.0
353,6.0,548.5704067195626,283.68049930013575,0.0
354,7.0,548.5704067195626,283.68049930013575,0.0
355,8.0,548.5704067195626,283.68049930013575,0.0
356,9.0,548.5704067195626,283.68049930013575,0.0
357,10.0,548.5704067195626,283.68049930013575,0.0
358,11.0,555.3701298701299,285.8506493506493,0.0
359,12.0,552.4683544303797,289.73417721518985,0.0
360,13.0,554.3703703703703,284.05050505050497,0.0
361,14.0,554.7524115755626,286.38906752411583,0.0
362,15.0,555.6722972972973,289.70608108108115,0.0
363,16.0,555.8741258741259,288.2972027972028,0.0
364,17.0,553.177536231884,292.286231884058,0.0
365,18.0,554.2348754448399,293.9644128113879,0.0
366,19.0,554.6111111111112,295.03472222222223,0.0
367,20.0,553.8131487889274,296.8269896193772,0.0
368,21.0,553.1557093425605,296.0865051903114,0.0
369,22.0,552.7596153846154,293.6602564102564,0.0
370,23.0,553.3015873015873,290.53968253968253,0.0
371,24.0,553.2037714863678,291.4743449088215,0.0
372,25.0,553.2037714863678,291.4743449088215,0.0
373,26.0,553.2037714863678,291.4743449088215,0.0
374,27.0,555.5358255451713,290.4984423676012,0.0
375,28.0,557.3743016759777,289.7737430167598,0.0
376,29.0,556.2857142857143,289.03484320557493,0.0
377,30.0,560.1481481481482,291.8941798941799,0.0
378,31.0,556.622641509434,289.15471698113214,0.0
379,0.0,734.4509090909091,261.4509090909091,0.0
380,1.0,733.6642599277977,259.14079422382673,0.0
381,2.0,732.5571955719557,256.4391143911439,0.0
382,3.0,727.6587030716722,257.28327645051195,0.0
383,4.0,725.0622710622711,258.38827838827837,0.0
384,5.0,723.2820512820513,258.2637362637363,0.0
385,6.0,720.5127272727271,257.28727272727275,0.0
386,7.0,718.841726618705,256.2913669064748,0.0
387,8.0,718.8254545454546,256.65818181818184,0.0
388,9.0,718.9879961589689,256.6433815272835,0.0
389,10.0,720.3310344827586,253.02068965517242,0.0
390,11.0,719.1107266435986,253.55363321799308,0.0
391,12.0,718.4760273972603,251.40753424657532,0.0
392,13.0,719.7092198581561,252.9468085106383,0.0
393,14.0,718.9075907590759,254.36633663366337,0.0
394,15.0,717.7848101265822,254.4556962025316,0.0
395,16.0,716.90635451505,254.01337792642138,0.0
396,17.0,718.3892617449665,254.59731543624162,0.0
397,18.0,717.5333333333333,255.3033333333333,0.0
398,19.0,716.1666666666665,257.10576923076917,0.0
399,20.0,714.9900662251656,257.43046357615896,0.0
400,0.0,795.9960212201593,208.2665782493369,0.0
401,1.0,798.6373056994818,206.93393782383416,0.0
402,2.0,798.9858793324776,205.39152759948647,0.0
403,3.0,798.7785326086956,205.9741847826087,0.0
404,4.0,798.4855263157895,206.578947368421,0.0
405,5.0,799.2916111850867,206.31424766977364,0.0
406,6.0,798.986842105263,206.12236842105264,0.0
407,7.0,797.7874837027381,206.07040417209907,0.0
408,8.0,797.612,207.3,0.0
409,9.0,797.6259842519686,207.4330708661417,0.0
410,10.0,798.1740837696335,208.50130890052355,0.0
411,11.0,798.2734082397003,208.94756554307116,0.0
412,12.0,797.5604838709677,209.06854838709683,0.0
413,13.0,796.1419098143235,209.24933687002655,0.0
414,14.0,795.7135483870967,210.28129032258065,0.0
415,15.0,796.8852459016392,211.09972677595627,0.0
416,16.0,796.3085106382979,209.86702127659572,0.0
417,17.0,796.530104712042,210.86387434554973,0.0
418,18.0,796.4803149606299,211.0918635170604,0.0
419,19.0,796.0721518987343,211.32911392405063,0.0
420,20.0,796.5122950819673,212.0273224043716,0.0
421,21.0,796.9126213592232,211.66435506241334,0.0
422,22.0,798.6422764227643,211.72222222222226,0.0
423,23.0,798.0536451169188,211.80742778541955,0.0
424,24.0,797.4038727524205,210.762102351314,0.0
425,25.0,798.1867043847243,210.79632248939183,0.0
426,26.0,798.0765027322404,210.67622950819668,0.0
427,27.0,798.2811188811189,210.29650349650348,0.0
428,28.0,798.4675862068965,210.21931034482756,0.0
429,29.0,798.7010869565217,209.77445652173915,0.0
430,30.0,798.9801418439715,209.1531914893617,0.0
431,31.0,799.7179856115108,208.70935251798562,0.0
432,32.0,799.4767932489451,207.76793248945148,0.0
433,33.0,799.0086830680174,208.03473227206948,0.0
434,34.0,799.6344537815128,207.3361344537815,0.0
435,35.0,799.6376404494383,207.3328651685393,0.0
436,36.0,797.619822485207,207.96745562130175,0.0
437,37.0,797.4599447513813,208.35773480662982,0.0
438,38.0,797.9568245125348,209.3802228412256,0.0
439,39.0,798.9195906432749,207.85526315789474,0.0
440,40.0,798.2964028776978,207.8863309352518,0.0
441,41.0,798.1742857142857,207.58,0.0
442,42.0,796.5871428571429,208.63571428571427,0.0
443,43.0,797.3091168091169,209.16381766381767,0.0
444,44.0,797.4802259887006,210.0310734463277,0.0
445,45.0,797.7188405797101,209.09565217391304,0.0
446,46.0,797.5278551532033,210.03203342618386,0.0
447,47.0,798.7041847041847,210.11111111111111,0.0
448,48.0,799.1773049645391,210.5276595744681,0.0
449,49.0,799.4725738396625,208.7805907172996,0.0
450,50.0,799.6632047477743,208.22848664688428,0.0
451,51.0,800.3038922155688,207.6302395209581,0.0
452,52.0,800.1432926829268,209.6158536585366,0.0
453,53.0,799.042772861357,209.73156342182892,0.0
454,54.0,800.0664697193499,208.5420974889217,0.0
455,55.0,799.7158054711248,206.49848024316108,0.0
456,56.0,801.2885196374623,206.4123867069486,0.0
457,57.0,801.0565749235474,205.7232415902141,0.0
458,58.0,800.3387815750373,205.19167904903415,0.0
459,59.0,800.3237951807228,204.8373493975904,0.0
460,0.0,561.0816062176167,820.8445595854922,0.0
461,1.0,566.2660550458717,820.4495412844037,0.0
462,2.0,563.4664131812419,820.808618504436,0.0
463,3.0,562.8595271210014,822.7051460361612,0.0
464,4.0,563.1042217684965,822.2147875536708,0.0
465,5.0,558.8136826783115,824.6928675400289,0.0
466,6.0,562.1128608923884,826.5511811023622,0.0
467,7.0,556.8274044795784,826.8774703557312,0.0
468,8.0,561.2838196286472,825.6074270557028,0.0
469,9.0,561.0340479192938,824.4249684741487,0.0
470,10.0,559.3743455497381,824.1204188481676,0.0
471,11.0,555.5185185185185,827.1785714285713,0.0
472,12.0,558.9780927835052,828.8930412371134,0.0
473,13.0,560.0038022813687,828.3726235741444,0.0
474,14.0,559.5973265751413,828.3503867297397,0.0
475,15.0,560.3249701314218,826.1887694145759,0.0
476,16.0,557.5635910224438,827.5099750623441,0.0
477,17.0,555.9818181818182,828.1597402597403,0.0
478,18.0,556.5019973368842,828.2782956058587,0.0
479,19.0,556.6581081081082,828.3418918918919,0.0
480,20.0,556.7013513513514,829.5621621621623,0.0
481,21.0,557.335403726708,833.1962732919253,0.0
482,22.0,555.7808417997097,830.3831640058055,0.0
483,23.0,556.1286041504234,830.8396721686429,0.0
484,24.0,556.1286041504234,830.8396721686429,0.0
485,25.0,556.1286041504234,830.8396721686429,0.0
486,26.0,559.8911564625852,829.8231292517007,0.0
487,27.0,562.8221225710015,828.6860986547085,0.0
488,28.0,562.519890260631,832.0603566529492,0.0
489,29.0,562.3916071665973,831.2943490404524,0.0
490,30.0,564.0894428152493,828.8196480938417,0.0
491,31.0,565.3917662682603,827.9189907038514,0.0
492,32.0,566.0228245363767,825.1241084165476,0.0
493,33.0,563.9944979367262,825.8198074277855,0.0
494,34.0,564.4351585279047,825.8443009006301,0.0
495,35.0,561.576,822.6453333333334,0.0
496,36.0,561.5350066050198,822.9167767503302,0.0
497,37.0,561.8897280966768,826.3202416918429,0.0
498,38.0,561.682008368201,825.1785216178523,0.0
499,39.0,562.3454545454547,826.4321678321678,0.0
500,40.0,564.8051209103842,822.4907539118067,0.0
501,41.0,566.945551128818,824.8605577689243,0.0
502,42.0,568.1761517615176,824.3550135501355,0.0
503,43.0,570.0424164524421,824.4357326478149,0.0
504,44.0,569.4552781442853,824.4243721564801,0.0
505,45.0,568.0,820.6,0.0
506,46.0,568.3638195360712,821.55609303912,0.0
507,47.0,568.3638195360712,821.55609303912,0.0
508,48.0,567.4063926940639,819.1324200913243,0.0
509,0.0,717.0,216.95,0.0
510,1.0,714.6913183279743,218.70096463022512,0.0
511,2.0,714.9593220338983,218.03728813559326,0.0
512,0.0,674.9556962025316,202.9651898734177,0.0
513,1.0,675.0534591194969,203.23899371069183,0.0
514,2.0,676.4224422442244,204.18811881188117,0.0
515,3.0,673.7292993630573,205.5764331210191,0.0
516,4.0,673.1033333333334,205.5733333333333,0.0
517,5.0,673.5849673202614,206.81045751633988,0.0
518,6.0,672.7401812688822,205.67371601208458,0.0
519,0.0,355.7299843014129,162.02511773940344,0.0
520,1.0,353.4959785522788,161.17828418230562,0.0
521,2.0,354.0619838476448,161.39283702210776,0.0
522,3.0,354.0619838476448,161.39283702210776,0.0
523,4.0,354.8936464088398,162.9654696132597,0.0
524,5.0,356.87133757961783,166.44713375796178,0.0
525,0.0,112.45434298440979,203.40645879732742,0.0
526,1.0,114.28967813540513,204.55493895671475,0.0
527,2.0,114.88952164009113,202.2118451025057,0.0
528,3.0,115.40976163450622,202.02497162315552,0.0
529,4.0,115.74720357941834,201.61744966442956,0.0
530,5.0,115.51795429815016,201.51251360174103,0.0
531,6.0,115.18872017353578,202.20824295010846,0.0
532,7.0,114.96916752312436,200.99588900308328,0.0
533,8.0,114.96507936507936,201.2,0.0
534,9.0,115.02860061287028,200.7150153217569,0.0
535,10.0,114.96987951807228,200.3714859437751,0.0
536,11.0,114.09969788519638,200.28499496475325,0.0
537,12.0,114.15259409969481,200.73448626653104,0.0
538,13.0,113.65492957746478,200.80885311871228,0.0
539,14.0,113.70483711747283,200.76999012833167,0.0
540,15.0,114.99710144927536,200.424154589372,0.0
541,16.0,114.59861932938855,200.20512820512818,0.0
542,17.0,114.77516462841015,201.11476952022576,0.0
543,18.0,115.00632339656728,200.62872628726288,0.0
544,19.0,115.68900343642612,201.00515463917526,0.0
