object_id_cmso,frame_cmso,x_coord_cmso,y_coord_cmso
3634,21,116.27915436205527,114.05709065084268
3635,21,116.44490332985148,117.90769572158725
3636,26,9.629478763654367,17.52366973803375
3637,26,48.492832908089134,82.3093587863203
3638,26,54.762611088065775,82.57432360199788
3639,26,104.75025990466366,112.46797229918842
3640,26,116.21983447767919,114.12415653370705
3641,26,116.32289002922553,117.84983188866693
3642,30,51.51521378642762,97.55616542855579
3643,30,104.46709364535867,112.48088443369846
3644,30,116.22086782226769,114.05473149733665
3645,30,116.46713847519342,117.75256219190348
3646,29,22.596412103151,10.42448118437488
3647,29,51.38329549191566,93.08772992396928
3648,29,104.46208436902955,112.52176679956965
3649,29,116.15736148508537,114.16457855436062
3650,29,116.38213374768056,117.53993780879638
3651,31,51.51902511334242,98.46378488020471
3652,31,104.48811877435605,112.57599092044784
3653,31,116.27818688239941,114.11557206057206
3654,31,116.44521370709207,117.64067401538956
3655,32,26.704484186770944,3.872674123450884
3656,32,51.51614700724677,100.49408966203936
3657,32,104.41551788775764,112.63437819015499
3658,32,116.17760693922642,114.07290770477096
3659,32,116.42111668853522,117.57512624459488
3660,34,51.63951720779643,103.50391161027008
3661,34,104.2922101839094,112.53280598044688
3662,34,116.2425410557704,114.12032674849536
3663,34,116.32666321634304,117.68199807413359
3664,28,18.65640469857272,12.450016908093533
3665,28,51.51015845466094,91.50738190604262
3666,28,104.65384607052385,112.66554413016631
3667,28,116.25421419630094,114.16875322251902
3668,28,116.36884103496394,117.74109052496601
3669,36,51.57271834459398,107.51161011463844
3670,36,104.38628875394103,112.7643212709205
3671,36,116.22411521990034,114.12052103737146
3672,36,116.44029144869656,117.96705840916145
3673,37,51.48561985767828,108.43095861630813
3674,37,104.48187643660806,112.58373814570669
3675,37,116.19160195510243,114.36458675115014
3676,23,9.45515144930189,32.50174047037015
3677,23,41.490738052036434,71.48344798827354
3678,23,59.480916290184545,78.42173862431724
3679,23,104.2960563783586,112.3218112947299
3680,23,116.24893318540147,114.09918177072069
3681,23,116.34166160761906,117.71746414680288
3682,33,8.945592314578912,51.355608180422784
3683,33,51.48049974923358,102.4355420442252
3684,33,104.49232094787114,112.39003925185715
3685,33,116.1947334491631,114.12995684084152
3686,33,116.34781875663019,118.08275667000022
3687,38,51.55955806212859,111.49401774994729
3688,38,104.5902148315269,112.4967018748648
3689,38,116.26275445635548,114.10281484816669
3690,38,116.25124870550852,117.73725989569508
3691,35,51.62051185272134,104.51609220792182
3692,35,104.27624666505983,112.41675465672395
3693,35,116.20000935952305,114.10557619224076
3694,35,116.26272709576631,117.82560408354557
3695,35,12.0,127.0
3696,41,108.51265066422195,27.495689163718882
3697,41,104.55864807424427,112.22860057616538
3698,41,116.20646627744898,114.12432640336667
3699,41,116.35373850667492,117.52035978525524
3700,41,51.50909428371996,120.52603216233179
3701,40,108.43540034471167,23.46560952481841
3702,40,104.38792909377764,112.50670039730878
3703,40,116.21248905214034,114.04981722136658
3704,40,51.44848801536805,117.47552081841262
3705,40,116.37372987976048,117.72598279765236
3706,39,108.4709173692584,18.602802387701
3707,39,104.47937183167231,112.65323831648429
3708,39,116.20584849532976,114.14623869796291
3709,39,51.521629978150514,114.63141153714658
3710,39,116.39426962606653,117.6320494081377
3711,44,104.57422576557455,112.43016069772624
3712,44,116.26846942338543,114.11386995646379
3713,44,116.335753504197,117.76732706274927
3714,43,108.38641097631486,35.48310593556859
3715,43,93.3358402988294,59.82765274771586
3716,43,104.5318538348024,112.70913849634688
3717,43,116.22584659052396,114.11145906815565
3718,43,116.50864551181675,117.91109511033798
3719,43,109.0,127.0
3720,42,108.46310012603259,31.495055870571836
3721,42,104.3979949050139,112.45148726150049
3722,42,116.18999707637262,114.16015632793629
3723,42,116.53683095442378,117.93826719606086
3724,45,108.49430222456834,39.49178143240309
3725,45,104.51620313576548,112.53170409439566
3726,45,116.21535881915639,114.15298403144489
3727,45,116.31901503161869,117.76782420818206
3728,47,108.47391659678972,47.62223285956902
3729,47,104.42582119215753,112.48248520030907
3730,47,116.27490747106889,114.07812260847065
3731,47,116.3921063770514,117.82757806476988
3732,46,108.49481788482572,43.49082054212259
3733,46,55.87870972177162,84.00995211028881
3734,46,104.47111015930706,112.26067456488504
3735,46,116.24715207345653,114.10571312541116
3736,46,82.20856875458206,115.95533421722833
3737,46,116.53997516672828,117.97955218345408
3738,48,108.43712916572942,51.37891223027602
3739,48,104.29896919698231,112.53612054578029
3740,48,116.26594145637719,114.15307569447151
3741,48,116.27404813504882,117.8674375162022
3742,49,108.52791830954044,55.5363855986448
3743,49,104.33723178796389,112.49984429151418
3744,49,116.17837846553527,114.10117546538469
3745,49,116.31875697548315,117.75596976958349
3503,2,63.94847996300165,10.05832117973528
3504,2,104.39979200255188,112.59071938093017
3505,2,116.22104387080762,114.10266060825214
3506,2,116.46837821415399,117.78862408920892
3507,4,62.491558664701294,16.482119197099394
3508,4,104.41899340085254,112.52915276940355
3509,4,116.22916218668607,114.14059713428162
3510,4,116.37194314104065,117.58462786844342
3511,7,57.54936560624901,21.52598296247734
3512,7,104.3819808973069,112.399136894963
3513,7,116.27749627950017,114.07136101496127
3514,7,116.37484996429133,117.93519557486674
3515,6,59.55918071980896,19.48830376502619
3516,6,104.70608471016912,112.90598217901781
3517,6,116.23052762664173,114.106757665111
3518,6,116.44331548181817,117.61153683233516
3519,3,63.577541783758214,12.50711153570504
3520,3,104.50631792538198,112.4910605025648
3521,3,116.21759618179095,114.16651372402652
3522,3,116.38295136289135,117.69340091005296
3523,0,64.00410060550743,3.95706928890804
3524,0,104.63567075719979,112.37443478862086
3525,0,116.25830332600164,114.0640229546152
3526,0,116.25279059583424,118.07791820486987
3527,0,0.0,127.0
3528,5,59.54339454083693,19.49005322581613
3529,5,104.56680329893017,112.45001805785469
3530,5,116.19686026943383,114.10078682207262
3531,5,116.31720407170626,117.9797260408662
3532,1,63.96403990926292,6.043397797362869
3533,1,104.37147146623245,112.64633157379818
3534,1,116.18418000719723,114.13862830462769
3535,1,116.3800249024362,117.79492615631953
3536,9,61.45379117168135,25.436926770298047
3537,9,52.564787844693555,25.600264066405902
3538,9,0.0,67.0
3539,9,104.56893339299904,112.5358957363692
3540,9,116.22030594248342,114.08850681808396
3541,9,116.42777451524101,117.75756700585055
3542,13,42.34385723095519,34.372534606902924
3543,13,62.51969656753481,38.51280537744748
3544,13,104.47544198556203,112.65561817234344
3545,13,116.15182385794677,114.11209339569886
3546,13,116.61854051033345,118.1063593766545
3547,8,57.5006655333877,22.518669110636317
3548,8,104.67429128669293,112.20985446929824
3549,10,49.392707812626504,28.4264098193899
3550,8,116.29250986412393,114.1660886377089
3551,8,116.44059842075846,117.57126614996
3552,10,62.51469269363063,29.50490773783126
3553,10,104.33357726912274,112.76196180557027
3554,10,116.23873573863183,114.1170499882035
3555,10,116.36041173562117,117.55579126357308
3556,12,45.61068485595705,32.50633337802895
3557,12,62.616451679810574,36.628245680173585
3558,12,104.55363161874256,112.5452654925119
3559,12,116.271643865954,114.16654729946643
3560,12,116.4483956153433,117.66784921885213
3561,14,39.62325779252983,37.466111841118185
3562,14,62.542202681664634,40.62303276682587
3563,14,104.66903219026577,112.66319875807548
3564,14,116.23245952093623,114.14814537096724
3565,14,116.3833871577054,117.77036705914011
3566,11,48.57692884606837,29.507822919639697
3567,11,62.603432239753495,33.51160962188685
3568,11,104.53654601829186,112.47914728864505
3569,11,116.2237264067774,114.18017531996098
3570,11,116.33688752323474,117.53055025987763
3571,16,32.50063100470702,44.53548988104583
3572,16,41.589534304511524,47.49259652350395
3573,16,63.47058452271706,51.52949870634707
3574,16,104.56047652674339,112.6078041776277
3575,16,116.2078066155622,114.13582646851626
3576,16,116.47463541042336,117.82509982183679
3577,15,73.0743070027008,27.042354364446147
3578,15,36.52828538543757,41.43852410072973
3579,15,64.11345374237843,46.35600873282603
3580,15,104.53487407540393,112.35004277877407
3581,15,116.28246641175815,114.1117977769661
3582,15,116.3915315470216,117.76078362984379
3583,20,12.405886141080417,44.52836014112103
