cmso_object_id,cmso_frame_id,cmso_x_coord,cmso_y_coord
204,37.0,0.0,0.0
205,38.0,0.0,0.0
206,39.0,1.0,0.0
207,40.0,-1.0,0.0
208,41.0,1.0,-1.0
209,42.0,0.0,0.0
210,43.0,0.0,0.0
211,44.0,0.0,1.0
212,45.0,-1.0,-1.0
213,46.0,0.0,1.0
214,47.0,0.0,-1.0
215,48.0,1.0,1.0
216,49.0,0.0,-1.0
217,50.0,-1.0,0.0
218,40.0,0.0,0.0
219,41.0,-1.0,4.0
220,42.0,1.0,5.0
221,43.0,0.0,4.0
222,44.0,-1.0,4.0
223,46.0,0.0,0.0
224,47.0,-1.0,4.0
225,48.0,0.0,5.0
226,49.0,0.0,3.0
227,50.0,1.0,5.0
